CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
848682078,11/26/2017,00:00:00,11/26/2017,00:10:00,44,11/26/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,,NA,1006579,241570,UNKNOWN,BLACK,U,,40.829709316,-73.919315976,"(40.829709316, -73.919315976)",PATROL BORO BRONX,,UNKNOWN,UNKNOWN,F
134580592,04/26/2006,18:00:00,04/26/2006,18:02:00,41,04/26/2006,359,OFFENSES AGAINST PUBLIC ADMINI,759,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,BRONX,INSIDE,OTHER,DEPT OF CORRECTIONS,72,NA,,NA,,,,,,,,,,PATROL BORO BRONX,,,UNKNOWN,E
303006673,01/30/2009,19:10:00,,,44,01/30/2009,117,DANGEROUS DRUGS,570,"MARIJUANA, SALE 1, 2 & 3",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1006531,244155,,,,,40.836804517,-73.919480837,"(40.836804517, -73.919480837)",PATROL BORO BRONX,,,UNKNOWN,E
977320106,11/03/2007,15:00:00,,,63,11/11/2007,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1005727,163633,,,,,40.615793383,-73.922643354,"(40.615793383, -73.922643354)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
973638738,03/29/2014,03:15:00,,,9,03/29/2014,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,,,NA,990354,203519,,WHITE,M,,40.725295459,-73.977979304,"(40.725295459, -73.977979304)",PATROL BORO MAN SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,M
336415207,03/11/2012,16:10:00,03/11/2012,16:20:00,18,03/11/2012,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,NA,,NA,989356,215559,,,,,40.758342897,-73.981570773,"(40.758342897, -73.981570773)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
342366291,03/21/2006,08:25:00,03/21/2006,08:35:00,76,03/21/2006,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,985392,187891,,BLACK,F,,40.682402296,-73.995883963,"(40.682402296, -73.995883963)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,F
115405010,03/24/2008,20:00:00,03/24/2008,20:10:00,30,04/14/2008,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,999389,241983,25-44,WHITE HISPANIC,M,,40.830858133,-73.945295984,"(40.830858133, -73.945295984)",PATROL BORO MAN NORTH,,,UNKNOWN,M
399908590,01/09/2010,23:50:00,,,47,01/10/2010,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1021777,260457,,,,,40.881496943,-73.864292591,"(40.881496943, -73.864292591)",PATROL BORO BRONX,,,UNKNOWN,E
109355678,06/17/2011,21:15:00,,,23,06/17/2011,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,619,1001120,226492,,,,,40.7883365,-73.939079866,"(40.7883365, -73.939079866)",PATROL BORO MAN NORTH,,,UNKNOWN,E
494028919,07/14/2015,20:15:00,07/14/2015,20:20:00,19,07/14/2015,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,,,NA,996473,222084,,WHITE,M,,40.776245358,-73.955869304,"(40.776245358, -73.955869304)",PATROL BORO MAN NORTH,,45-64,ASIAN / PACIFIC ISLANDER,M
419064022,08/12/2008,19:00:00,08/12/2008,19:05:00,110,08/12/2008,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1018047,211544,,,,,40.74725963,-73.878027661,"(40.74725963, -73.878027661)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
344152100,07/23/2017,17:00:00,09/16/2017,11:00:00,103,09/19/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1040346,197366,UNKNOWN,UNKNOWN,U,,40.708231237,-73.797668713,"(40.708231237, -73.797668713)",PATROL BORO QUEENS SOUTH,,65+,BLACK,M
501557423,02/10/2009,17:55:00,02/10/2009,18:30:00,122,02/10/2009,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,SOUTH BEACH,1291,961969,156436,,,,,40.596037101,-74.080231712,"(40.596037101, -74.080231712)",PATROL BORO STATEN ISLAND,,25-44,BLACK,F
390380617,06/24/2013,13:15:00,,,83,06/24/2013,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,BUSHWICK II (GROUPS B & D),44066,1006701,191393,<18,BLACK HISPANIC,F,,40.691986085,-73.919042695,"(40.691986085, -73.919042695)",PATROL BORO BKLYN NORTH,,25-44,BLACK HISPANIC,F
275864168,06/09/2007,15:30:00,06/09/2007,15:40:00,19,06/09/2007,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,996506,222669,,,,,40.777850983,-73.955749088,"(40.777850983, -73.955749088)",PATROL BORO MAN NORTH,,25-44,ASIAN / PACIFIC ISLANDER,F
975165623,03/21/2010,16:30:00,03/21/2010,16:39:00,73,03/21/2010,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,1007583,182993,,,,,40.668927716,-73.915891272,"(40.668927716, -73.915891272)",PATROL BORO BKLYN NORTH,,,UNKNOWN,D
743899840,09/12/2009,10:30:00,,,40,09/12/2009,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1008727,236056,,BLACK,M,,40.81456926,-73.911574331,"(40.81456926, -73.911574331)",PATROL BORO BRONX,,45-64,WHITE HISPANIC,M
371841687,04/04/2006,21:00:00,04/05/2006,07:00:00,120,04/05/2006,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,938149,171781,,,,,40.638063982,-74.166108302,"(40.638063982, -74.166108302)",PATROL BORO STATEN ISLAND,,25-44,BLACK,M
275441299,07/12/2016,07:00:00,07/12/2016,07:30:00,60,07/19/2016,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,984092,149560,,,,,40.577191856,-74.00057021,"(40.577191856, -74.00057021)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
485571066,05/01/2017,18:40:00,05/01/2017,19:12:00,42,05/01/2017,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1013891,241434,45-64,WHITE HISPANIC,M,,40.829314525,-73.892894806,"(40.829314525, -73.892894806)",PATROL BORO BRONX,,45-64,WHITE HISPANIC,M
255041635,03/18/2009,00:01:00,04/09/2009,19:20:00,122,04/11/2009,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,965422,157291,,WHITE,F,,40.598391912,-74.067800407,"(40.598391912, -74.067800407)",PATROL BORO STATEN ISLAND,,25-44,UNKNOWN,F
634762606,11/28/2016,14:11:00,11/28/2016,14:32:00,84,11/28/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,,,NA,988617,190742,<18,BLACK,F,,40.690226637,-73.984254374,"(40.690226637, -73.984254374)",PATROL BORO BKLYN NORTH,,UNKNOWN,UNKNOWN,D
421671349,01/31/2006,21:15:00,01/31/2006,22:30:00,105,01/31/2006,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,STREET,N.Y. POLICE DEPT,0,NA,,NA,1062228,213518,,,,,40.752398519,-73.718555788,"(40.752398519, -73.718555788)",PATROL BORO QUEENS SOUTH,,18-24,WHITE,M
593499552,04/30/2017,13:00:00,04/30/2017,13:00:00,52,05/01/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,0,,,NA,1018987,259566,UNKNOWN,WHITE HISPANIC,M,,40.879062848,-73.874386672,"(40.879062848, -73.874386672)",PATROL BORO BRONX,,65+,WHITE HISPANIC,F
671833057,08/14/2012,10:00:00,,,48,08/28/2012,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,,PUBLIC BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1011779,246746,25-44,BLACK,M,,40.843901255,-73.900504632,"(40.843901255, -73.900504632)",PATROL BORO BRONX,,25-44,BLACK,F
150316641,12/23/2009,05:45:00,,,105,12/23/2009,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1055013,191920,,BLACK,M,,40.69317816,-73.744823782,"(40.69317816, -73.744823782)",PATROL BORO QUEENS SOUTH,,<18,BLACK,F
753783664,02/03/2008,23:40:00,02/03/2008,23:55:00,48,02/04/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1013493,248031,,BLACK,F,,40.847422691,-73.894304201,"(40.847422691, -73.894304201)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
334901058,11/11/2013,13:00:00,11/11/2013,13:50:00,83,11/11/2013,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006821,194383,,BLACK HISPANIC,M,,40.700192633,-73.918599954,"(40.700192633, -73.918599954)",PATROL BORO BKLYN NORTH,,25-44,WHITE HISPANIC,F
668928221,04/12/2014,20:59:00,,,47,04/17/2014,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1024100,259383,25-44,BLACK,M,,40.878538966,-73.855898332,"(40.878538966, -73.855898332)",PATROL BORO BRONX,,25-44,BLACK,F
825135897,09/26/2009,17:00:00,,,42,08/24/2010,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1008798,238971,25-44,BLACK,M,,40.822569916,-73.911307169,"(40.822569916, -73.911307169)",PATROL BORO BRONX,,<18,BLACK,F
475419992,07/16/2010,20:00:00,07/19/2010,11:30:00,30,07/19/2010,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,999794,241252,,,,,40.828851045,-73.943834191,"(40.828851045, -73.943834191)",PATROL BORO MAN NORTH,,18-24,WHITE HISPANIC,F
257113306,05/16/2011,15:00:00,05/22/2011,05:00:00,40,05/22/2011,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,BRONX,,OTHER,N.Y. POLICE DEPT,0,NA,,NA,1007542,232103,,,,,40.803722577,-73.915869047,"(40.803722577, -73.915869047)",PATROL BORO BRONX,,,UNKNOWN,D
761257484,02/24/2015,11:00:00,02/24/2015,11:30:00,105,02/24/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1053916,200506,18-24,BLACK,F,,40.716753319,-73.748690813,"(40.716753319, -73.748690813)",PATROL BORO QUEENS SOUTH,,45-64,BLACK,F
656899131,03/06/2014,19:00:00,03/06/2014,19:30:00,110,03/06/2014,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,NA,1020255,210816,,,,,40.745252741,-73.87006287,"(40.745252741, -73.87006287)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
617540047,10/11/2013,05:20:00,10/11/2013,15:00:00,122,10/15/2013,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,966225,158127,,,,,40.600688233,-74.064911064,"(40.600688233, -74.064911064)",PATROL BORO STATEN ISLAND,,25-44,WHITE HISPANIC,F
905927813,08/27/2007,07:50:00,08/27/2007,07:56:00,20,08/27/2007,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,990037,224718,,,,,40.783481548,-73.979104742,"(40.783481548, -73.979104742)",PATROL BORO MAN NORTH,,,UNKNOWN,E
160694138,07/16/2007,11:40:00,07/16/2007,13:20:00,52,07/16/2007,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1013905,253847,,,,,40.863384492,-73.892789322,"(40.863384492, -73.892789322)",PATROL BORO BRONX,,25-44,WHITE,F
715960150,04/28/2013,08:15:00,04/28/2013,08:35:00,71,04/28/2013,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PUBLIC BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1001421,178336,25-44,UNKNOWN,M,,40.656159376,-73.938115734,"(40.656159376, -73.938115734)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,M
176824278,07/16/2013,14:50:00,07/16/2013,14:55:00,71,07/16/2013,678,MISCELLANEOUS PENAL LAW,566,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,999370,181135,,,,,40.663845754,-73.945501431,"(40.663845754, -73.945501431)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
874031511,04/06/2012,01:45:00,04/06/2012,02:15:00,18,04/06/2012,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,988955,217272,,WHITE HISPANIC,M,,40.763044865,-73.983017028,"(40.763044865, -73.983017028)",PATROL BORO MAN SOUTH,,25-44,UNKNOWN,F
175786321,11/25/2006,14:15:00,,,75,11/25/2006,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,,TAXI (YELLOW LICENSED),N.Y. POLICE DEPT,0,NA,,NA,1022938,182693,,WHITE HISPANIC,M,,40.668050503,-73.860541776,"(40.668050503, -73.860541776)",PATROL BORO BKLYN NORTH,,,WHITE HISPANIC,M
684013864,06/01/2010,17:25:00,06/01/2010,17:30:00,81,06/01/2010,117,DANGEROUS DRUGS,521,"CONTROLLED SUBSTANCE, SALE 5",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1003573,190414,,,,,40.689306338,-73.930325128,"(40.689306338, -73.930325128)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
562065960,12/07/2014,14:30:00,12/07/2014,14:40:00,49,12/07/2014,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,,NA,1025747,256056,25-44,BLACK,M,,40.869399796,-73.849963169,"(40.869399796, -73.849963169)",PATROL BORO BRONX,,25-44,BLACK,F
875628299,07/04/2011,18:00:00,07/04/2011,20:45:00,78,07/05/2011,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,989788,187695,,,,,40.681862662,-73.980034341,"(40.681862662, -73.980034341)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,F
554224153,12/03/2015,21:25:00,12/03/2015,21:30:00,71,12/03/2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,,NA,997851,181159,18-24,BLACK,M,,40.663914092,-73.950976614,"(40.663914092, -73.950976614)",PATROL BORO BKLYN SOUTH,,UNKNOWN,UNKNOWN,E
617198249,03/03/2010,18:15:00,03/04/2010,09:00:00,14,03/04/2010,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,986962,214020,,,,,40.754119792,-73.990212802,"(40.754119792, -73.990212802)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
645769283,11/01/2010,14:00:00,11/02/2010,10:30:00,113,11/02/2010,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1049347,182855,,,,,40.668340368,-73.765343346,"(40.668340368, -73.765343346)",PATROL BORO QUEENS SOUTH,,45-64,BLACK,F
463181153,09/20/2008,14:50:00,09/20/2008,14:52:00,83,09/20/2008,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,NA,,NA,1010421,187901,,BLACK,M,33,40.682391131,-73.905641875,"(40.682391131, -73.905641875)",PATROL BORO BKLYN NORTH,BUSHWICK AVE.-ABERDEEN ST.,18-24,WHITE,F
540643430,01/28/2006,11:55:00,,,114,01/28/2006,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,1008736,213682,,WHITE HISPANIC,M,,40.753158581,-73.911623363,"(40.753158581, -73.911623363)",PATROL BORO QUEENS NORTH,,45-64,WHITE,M
896491589,07/08/2011,02:39:00,07/08/2011,02:41:00,78,07/08/2011,110,GRAND LARCENY OF MOTOR VEHICLE,451,"LARCENY,GRAND OF MOTORCYCLE",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,988610,186251,,BLACK,M,,40.677899867,-73.984282521,"(40.677899867, -73.984282521)",PATROL BORO BKLYN SOUTH,,25-44,UNKNOWN,M
895317746,05/02/2010,11:10:00,05/02/2010,11:20:00,101,05/02/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1050924,155726,25-44,BLACK,M,,40.593865532,-73.759926705,"(40.593865532, -73.759926705)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
135886869,03/13/2013,14:25:00,,,32,03/13/2013,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1001207,238736,,,,,40.82194274,-73.938734765,"(40.82194274, -73.938734765)",PATROL BORO MAN NORTH,,,UNKNOWN,E
181792025,04/23/2017,03:59:00,04/23/2017,04:02:00,28,04/23/2017,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,997792,231694,,,,,40.802620306,-73.951087574,"(40.802620306, -73.951087574)",PATROL BORO MAN NORTH,,UNKNOWN,UNKNOWN,E
955838321,07/14/2012,20:30:00,07/14/2012,20:45:00,44,07/14/2012,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1010061,246844,,,,,40.844175425,-73.90671354,"(40.844175425, -73.90671354)",PATROL BORO BRONX,,25-44,BLACK,M
817135043,03/01/2007,00:01:00,04/10/2007,18:00:00,115,04/10/2007,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,QUEENS,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1018521,219558,,UNKNOWN,M,,40.76925417,-73.876276142,"(40.76925417, -73.876276142)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
614613213,08/09/2009,06:00:00,,,120,08/17/2009,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,959974,172022,,,,,40.638812184,-74.087471423,"(40.638812184, -74.087471423)",PATROL BORO STATEN ISLAND,,18-24,BLACK,F
469376090,12/21/2010,16:20:00,,,66,12/21/2010,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,PRIVATE/PAROCHIAL SCHOOL,N.Y. POLICE DEPT,0,NA,,NA,986633,167258,,WHITE,M,,40.625768961,-73.991416822,"(40.625768961, -73.991416822)",PATROL BORO BKLYN SOUTH,,<18,WHITE,M
629232377,02/08/2008,21:20:00,02/08/2008,21:52:00,110,02/08/2008,126,MISCELLANEOUS PENAL LAW,724,"FORGERY-ILLEGAL POSSESSION,VEH",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1024193,213129,,,,,40.751584427,-73.855837294,"(40.751584427, -73.855837294)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
883063656,05/24/2006,12:00:00,,,47,05/25/2006,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1021367,260606,,,,,40.881907635,-73.865774446,"(40.881907635, -73.865774446)",PATROL BORO BRONX,,,UNKNOWN,F
906087133,10/01/2009,10:00:00,10/30/2009,23:59:00,123,11/02/2009,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,930476,141213,,UNKNOWN,M,,40.554117919,-74.193511549,"(40.554117919, -74.193511549)",PATROL BORO STATEN ISLAND,,18-24,WHITE,M
218041656,02/03/2012,08:20:00,02/03/2012,08:30:00,83,02/03/2012,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006307,195216,18-24,WHITE HISPANIC,M,,40.702480319,-73.920450948,"(40.702480319, -73.920450948)",PATROL BORO BKLYN NORTH,,45-64,WHITE HISPANIC,F
404155960,08/10/2012,08:05:00,08/10/2012,08:10:00,75,08/10/2012,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,LINDEN,374,1016425,179144,,BLACK,F,,40.658335353,-73.884036267,"(40.658335353, -73.884036267)",PATROL BORO BKLYN NORTH,,45-64,BLACK,M
756972013,10/14/2008,20:03:00,,,18,10/14/2008,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,988648,215208,,,,,40.757379872,-73.984126607,"(40.757379872, -73.984126607)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
237476255,06/30/2014,15:30:00,06/30/2014,15:32:00,60,06/30/2014,360,,649,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,,OTHER,N.Y. POLICE DEPT,0,,,NA,990922,149184,,,,,40.5761573,-73.9759838,"(40.5761573, -73.9759838)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
