CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
476711705,12/10/2009,11:30:00,12/10/2009,14:00:00,102,12/10/2009,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1022754,192813,,,,,40.695828373,-73.86114722,"(40.695828373, -73.86114722)",PATROL BORO QUEENS SOUTH,,65+,WHITE,F
191981570,02/07/2007,22:10:00,02/07/2007,22:12:00,76,02/07/2007,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,983783,185234,,,,,40.675109492,-74.001685029,"(40.675109492, -74.001685029)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
875713023,10/10/2008,22:30:00,,,81,10/11/2008,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,NA,,NA,1003816,191543,,,,,40.692404648,-73.929445622,"(40.692404648, -73.929445622)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
335748629,06/16/2006,11:25:00,06/16/2006,11:30:00,111,06/16/2006,126,MISCELLANEOUS PENAL LAW,117,RECKLESS ENDANGERMENT 1,COMPLETED,FELONY,QUEENS,,HIGHWAY/PARKWAY,N.Y. POLICE DEPT,0,NA,,NA,1053157,212968,,,,,40.750964255,-73.751301157,"(40.750964255, -73.751301157)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
204963756,02/27/2010,15:35:00,,,81,02/27/2010,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1001180,192508,,,,,40.695058784,-73.938948721,"(40.695058784, -73.938948721)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
769065830,04/19/2006,02:15:00,,,46,04/19/2006,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,,,,,,,,PATROL BORO BRONX,,25-44,BLACK,F
990988275,11/25/2015,16:30:00,11/27/2015,09:00:00,75,11/27/2015,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1018552,184657,,,,,40.673459318,-73.876342091,"(40.673459318, -73.876342091)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
660864124,10/14/2007,18:30:00,10/21/2007,18:00:00,71,10/21/2007,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,999956,181228,,,,,40.664099999,-73.943388978,"(40.664099999, -73.943388978)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
257165764,08/02/2006,09:45:00,08/02/2006,09:46:00,14,08/02/2006,360,,661,"LEWDNESS,PUBLIC",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BUS TERMINAL,PORT AUTHORITY,3,NA,,NA,986882,214802,,,,,40.756266207,-73.990501248,"(40.756266207, -73.990501248)",PATROL BORO MAN SOUTH,,25-44,WHITE,M
592173783,09/16/2011,20:36:00,09/16/2011,22:06:00,52,09/16/2011,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,NA,,NA,1009690,257590,,,,,40.873671035,-73.908013649,"(40.873671035, -73.908013649)",PATROL BORO BRONX,,,UNKNOWN,D
272959948,03/11/2016,08:30:00,03/12/2016,13:00:00,50,03/12/2016,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1009268,262554,,,,,40.887296873,-73.909521006,"(40.887296873, -73.909521006)",PATROL BORO BRONX,,25-44,WHITE,F
315604834,01/10/2011,04:00:00,01/10/2011,04:39:00,61,01/10/2011,347,INTOXICATED & IMPAIRED DRIVING,907,"IMPAIRED DRIVING,DRUG",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,994811,160732,,,,,40.607850469,-73.961966265,"(40.607850469, -73.961966265)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
435299744,01/03/2007,16:05:00,,,113,01/03/2007,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1047373,189024,,,,,40.68528712,-73.772401302,"(40.68528712, -73.772401302)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
805662065,11/15/2007,12:00:00,,,44,11/20/2007,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1005228,243415,,,,,40.834776623,-73.92419202,"(40.834776623, -73.92419202)",PATROL BORO BRONX,,25-44,BLACK,M
726671970,06/14/2014,16:50:00,06/14/2014,16:55:00,24,06/14/2014,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,,,NA,992365,231353,,BLACK,M,,40.801691004,-73.970690377,"(40.801691004, -73.970690377)",PATROL BORO MAN NORTH,,<18,WHITE,M
320140274,08/10/2017,11:30:00,08/10/2017,12:00:00,120,08/10/2017,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,958520,170194,,,,,40.633790611,-74.092703424,"(40.633790611, -74.092703424)",PATROL BORO STATEN ISLAND,,25-44,BLACK,F
176499792,08/27/2017,14:17:00,08/27/2017,14:18:00,25,08/27/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,NA,1000788,229871,UNKNOWN,BLACK,M,,40.79761157,-73.940270476,"(40.79761157, -73.940270476)",PATROL BORO MAN NORTH,,UNKNOWN,UNKNOWN,D
728154291,08/17/2010,12:00:00,08/17/2010,16:00:00,101,08/17/2010,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,QUEENS,,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,0,NA,,NA,1053069,158806,,,,,40.602303082,-73.752171813,"(40.602303082, -73.752171813)",PATROL BORO QUEENS SOUTH,,45-64,WHITE HISPANIC,M
632111684,03/17/2017,13:00:00,03/17/2017,17:00:00,104,03/20/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1009727,200667,,,,,40.71743283,-73.908095802,"(40.71743283, -73.908095802)",PATROL BORO QUEENS NORTH,,UNKNOWN,UNKNOWN,D
605295861,12/12/2015,01:00:00,12/12/2015,01:05:00,48,12/12/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,,,NA,1015098,250016,18-24,WHITE HISPANIC,M,,40.852865464,-73.888493888,"(40.852865464, -73.888493888)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,M
797848938,01/15/2010,18:20:00,,,77,01/15/2010,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,NA,,NA,999947,183840,,BLACK,M,,40.671269373,-73.943415337,"(40.671269373, -73.943415337)",PATROL BORO BKLYN NORTH,,,UNKNOWN,D
626710392,08/02/2009,21:40:00,,,67,08/02/2009,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1007981,176361,,,,,40.650723284,-73.914479911,"(40.650723284, -73.914479911)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
364787561,03/31/2013,15:00:00,04/10/2013,23:00:00,105,04/29/2013,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1046746,182127,,,,,40.666360918,-73.774725995,"(40.666360918, -73.774725995)",PATROL BORO QUEENS SOUTH,,45-64,BLACK,F
524950006,05/30/2007,13:00:00,05/30/2007,14:00:00,43,05/30/2007,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1022442,245283,45-64,BLACK,M,,40.839846072,-73.861974218,"(40.839846072, -73.861974218)",PATROL BORO BRONX,,<18,BLACK,F
474199315,03/05/2007,18:00:00,,,46,03/05/2007,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1010999,249986,,WHITE HISPANIC,M,,40.852796492,-73.903310823,"(40.852796492, -73.903310823)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
689558821,03/11/2013,21:44:00,03/11/2013,21:45:00,28,08/21/2013,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,NA,,NA,998181,231480,,,,3,40.80203233,-73.949682945,"(40.80203233, -73.949682945)",PATROL BORO MAN NORTH,116 STREET,,UNKNOWN,E
776702636,03/25/2015,18:20:00,,,70,03/25/2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,993689,168476,,UNKNOWN,U,,40.629107409,-73.965996293,"(40.629107409, -73.965996293)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
921481724,01/09/2014,08:00:00,01/09/2014,16:00:00,106,01/09/2014,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1038097,187048,,UNKNOWN,U,,40.679924753,-73.805863086,"(40.679924753, -73.805863086)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
323049687,08/20/2013,13:45:00,,,14,08/20/2013,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,NA,,NA,987705,212566,,,,,40.75012867,-73.987531779,"(40.75012867, -73.987531779)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
457614745,03/04/2013,07:30:00,03/04/2013,07:40:00,75,03/04/2013,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1012011,182327,,BLACK,M,,40.667086919,-73.899932091,"(40.667086919, -73.899932091)",PATROL BORO BKLYN NORTH,,25-44,WHITE HISPANIC,F
248429280,05/10/2007,09:00:00,05/10/2007,11:30:00,122,05/10/2007,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,954943,148360,,UNKNOWN,F,,40.573849649,-74.105496156,"(40.573849649, -74.105496156)",PATROL BORO STATEN ISLAND,,25-44,ASIAN / PACIFIC ISLANDER,F
730721533,07/25/2015,18:30:00,,,30,07/25/2015,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,MANHATTAN,,TAXI/LIVERY (UNLICENSED),N.Y. POLICE DEPT,0,,,NA,998751,239936,,UNKNOWN,M,,40.825240773,-73.94760585,"(40.825240773, -73.94760585)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,M
126587183,03/31/2007,01:30:00,03/31/2007,02:00:00,6,03/31/2007,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,982241,208656,,,,,40.739397142,-74.007251096,"(40.739397142, -74.007251096)",PATROL BORO MAN SOUTH,,25-44,WHITE,F
607441509,06/17/2010,21:40:00,06/17/2010,21:40:00,6,06/17/2010,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,984303,205953,,,,,40.731978301,-73.999810214,"(40.731978301, -73.999810214)",PATROL BORO MAN SOUTH,,,UNKNOWN,E
365646803,12/15/2005,20:00:00,01/16/2006,20:20:00,81,01/16/2006,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1003533,187950,,,,,40.68254331,-73.930476414,"(40.68254331, -73.930476414)",PATROL BORO BKLYN NORTH,,45-64,BLACK,F
474562265,10/01/2015,16:00:00,10/01/2015,16:05:00,1,10/08/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,,N.Y. POLICE DEPT,0,,,NA,980988,200378,,,,,40.716675673,-74.011768639,"(40.716675673, -74.011768639)",PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,D
295830496,06/08/2014,04:25:00,06/08/2014,04:58:00,115,06/08/2014,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1022705,215793,25-44,WHITE HISPANIC,M,,40.758903017,-73.86119261,"(40.758903017, -73.86119261)",PATROL BORO QUEENS NORTH,,18-24,WHITE HISPANIC,F
358574852,07/28/2008,20:00:00,,,43,07/30/2008,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,BRONXDALE,882,1020068,240643,,UNKNOWN,F,,40.827120568,-73.870578701,"(40.827120568, -73.870578701)",PATROL BORO BRONX,,25-44,BLACK,M
984172183,05/09/2008,17:50:00,,,110,05/14/2008,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,1021480,206870,18-24,WHITE HISPANIC,M,,40.73441689,-73.865663809,"(40.73441689, -73.865663809)",PATROL BORO QUEENS NORTH,,18-24,WHITE HISPANIC,F
463273859,06/19/2010,19:50:00,06/19/2010,20:00:00,34,06/21/2010,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,MANHATTAN,INSIDE,STORE UNCLASSIFIED,N.Y. POLICE DEPT,0,NA,,NA,1004056,254964,,,,,40.866477908,-73.928393228,"(40.866477908, -73.928393228)",PATROL BORO MAN NORTH,,,UNKNOWN,D
323010918,11/03/2009,23:09:00,11/03/2009,23:39:00,41,11/03/2009,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1014390,235787,,,,,40.813813426,-73.891117053,"(40.813813426, -73.891117053)",PATROL BORO BRONX,,25-44,BLACK,F
263231994,11/06/2015,19:00:00,,,113,11/06/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STORE UNCLASSIFIED,N.Y. POLICE DEPT,0,,,NA,1047480,182964,25-44,BLACK,M,,40.668653077,-73.772072353,"(40.668653077, -73.772072353)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,M
369442225,05/19/2014,16:00:00,05/19/2014,16:05:00,83,05/19/2014,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,,NA,1008918,194147,18-24,WHITE HISPANIC,M,,40.699539271,-73.91103807,"(40.699539271, -73.91103807)",PATROL BORO BKLYN NORTH,,18-24,WHITE HISPANIC,F
423210868,04/23/2009,09:00:00,04/27/2009,09:00:00,66,04/24/2009,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,990526,169514,,,,,40.631959305,-73.977390421,"(40.631959305, -73.977390421)",PATROL BORO BKLYN SOUTH,,45-64,BLACK,M
803492750,07/21/2009,12:45:00,07/21/2009,13:00:00,90,07/21/2009,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,998541,195313,,,,,40.70276251,-73.948459492,"(40.70276251, -73.948459492)",PATROL BORO BKLYN NORTH,,<18,BLACK,M
350084405,04/28/2010,16:25:00,04/28/2010,16:30:00,75,04/28/2010,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1014290,185023,,UNKNOWN,U,,40.674479393,-73.891705033,"(40.674479393, -73.891705033)",PATROL BORO BKLYN NORTH,,25-44,BLACK,M
333718282,05/15/2014,16:30:00,05/15/2014,17:00:00,43,06/01/2014,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1021170,241240,,BLACK,F,,40.828754623,-73.866593516,"(40.828754623, -73.866593516)",PATROL BORO BRONX,,<18,WHITE HISPANIC,F
406229076,05/23/2008,06:30:00,05/25/2008,09:00:00,9,05/25/2008,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,989748,204724,,,,,40.728603288,-73.980164659,"(40.728603288, -73.980164659)",PATROL BORO MAN SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
856145510,01/17/2017,08:25:00,01/17/2017,08:25:00,105,01/17/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1059474,181559,UNKNOWN,UNKNOWN,U,,40.6647029,-73.728852769,"(40.6647029, -73.728852769)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
190871329,04/09/2006,14:40:00,04/09/2006,14:44:00,13,04/09/2006,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",ATTEMPTED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,990577,204879,,BLACK,M,,40.729028172,-73.977173481,"(40.729028172, -73.977173481)",PATROL BORO MAN SOUTH,,65+,WHITE,F
120289998,09/09/2016,22:30:00,09/09/2016,23:00:00,106,09/19/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1035157,189886,25-44,ASIAN / PACIFIC ISLANDER,M,,40.687731796,-73.816441401,"(40.687731796, -73.816441401)",PATROL BORO QUEENS SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
673936159,03/26/2016,12:00:00,03/26/2016,14:50:00,110,03/26/2016,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,,,NA,1019840,206689,45-64,WHITE HISPANIC,M,,40.733926841,-73.871582398,"(40.733926841, -73.871582398)",PATROL BORO QUEENS NORTH,,UNKNOWN,UNKNOWN,D
240319471,03/09/2014,08:00:00,03/09/2014,09:00:00,110,03/10/2014,109,GRAND LARCENY,401,"LARCENY,GRAND BY ACQUIRING LOS",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1016282,211662,,UNKNOWN,U,,40.74759008,-73.884396999,"(40.74759008, -73.884396999)",PATROL BORO QUEENS NORTH,,25-44,WHITE,M
612646917,05/27/2017,14:10:00,05/27/2017,14:15:00,81,05/27/2017,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,ROOSEVELT II,504,1002243,192243,18-24,WHITE HISPANIC,M,,40.694329324,-73.935116054,"(40.694329324, -73.935116054)",PATROL BORO BKLYN NORTH,,18-24,WHITE HISPANIC,F
157538650,10/07/2007,16:50:00,10/07/2007,16:55:00,6,10/07/2007,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,984784,205340,,,,,40.73029575,-73.998074727,"(40.73029575, -73.998074727)",PATROL BORO MAN SOUTH,,45-64,WHITE,M
248881746,10/09/2008,22:00:00,10/09/2008,23:59:00,14,10/12/2008,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,,NA,987472,214939,,,,,40.756642042,-73.988371577,"(40.756642042, -73.988371577)",PATROL BORO MAN SOUTH,,45-64,WHITE,F
225530205,10/21/2014,00:28:00,,,108,10/21/2014,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,,,NA,996793,210001,,UNKNOWN,F,,40.743080168,-73.954736461,"(40.743080168, -73.954736461)",PATROL BORO QUEENS NORTH,,25-44,WHITE,F
832654558,07/21/2011,13:15:00,07/21/2011,13:55:00,120,07/21/2011,232,POSSESSION OF STOLEN PROPERTY,490,"STOLEN PROPERTY 3,POSSESSION",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,SMALL MERCHANT,N.Y. POLICE DEPT,0,NA,,NA,962134,171660,,,,,40.637824229,-74.079687445,"(40.637824229, -74.079687445)",PATROL BORO STATEN ISLAND,,,UNKNOWN,E
825003887,01/06/2006,21:00:00,,,40,01/06/2006,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1007734,233496,,,,,40.807545469,-73.915170657,"(40.807545469, -73.915170657)",PATROL BORO BRONX,,,UNKNOWN,E
242399879,05/07/2013,04:20:00,05/07/2013,04:25:00,114,05/07/2013,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1010809,217787,,,,,40.764419768,-73.904125009,"(40.764419768, -73.904125009)",PATROL BORO QUEENS NORTH,,25-44,WHITE,M
937153013,08/14/2010,04:35:00,08/14/2010,04:40:00,102,08/14/2010,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1022817,187402,,WHITE HISPANIC,F,,40.680976162,-73.860951003,"(40.680976162, -73.860951003)",PATROL BORO QUEENS SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
720921324,11/24/2008,09:30:00,11/28/2008,06:30:00,105,11/28/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1056370,197815,,BLACK,F,,40.709347533,-73.73986722,"(40.709347533, -73.73986722)",PATROL BORO QUEENS SOUTH,,45-64,WHITE,M
308891972,01/28/2009,00:15:00,,,44,01/28/2009,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1004315,243965,,BLACK,F,,40.836288335,-73.927489736,"(40.836288335, -73.927489736)",PATROL BORO BRONX,,25-44,BLACK,M
588464312,11/02/2011,19:00:00,11/03/2011,08:00:00,68,11/03/2011,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,973869,163157,,,,,40.614506805,-74.037392079,"(40.614506805, -74.037392079)",PATROL BORO BKLYN SOUTH,,45-64,WHITE HISPANIC,M
976720489,08/21/2012,14:30:00,08/21/2012,15:00:00,73,08/22/2012,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,TILDEN,405,1009656,181287,18-24,BLACK,F,,40.664239422,-73.908425011,"(40.664239422, -73.908425011)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
